
10,"Although the Company believes the ownership of such intellectual property rights is an important factor in its business and that its success does depend in part on such ownership, the Company relies primarily on the innovative skills, technical competence and marketing abilities of its personnel.",2020,Although the Company believes the ownership of such intellectual property rights is an important factor in its business and that its success does depend in part on such ownership the Company relies primarily on the innovative skills technical competence and marketing abilities of its personnel,although company believes ownership intellectual property rights important factor business success depend part ownership company relies primarily innovative skills technical competence marketing abilities personnel
11,"The business, financial condition and operating results of the Company can be affected by a number of factors, whether currently known or unknown, including but not limited to those described below, any one or more of which could, directly or indirectly, cause the Company’s actual financial condition and operating results to vary materially from past, or from anticipated future, financial condition and operating results.",2020,The business financial condition and operating results of the Company can be affected by a number of factors whether currently known or unknown including but not limited to those described below any one or more of which could directly or indirectly cause the Company’s actual financial condition and operating results to vary materially from past or from anticipated future financial condition and operating results,business financial condition operating results company affected number factors whether currently known unknown including limited described one could directly indirectly cause company ’ actual financial condition operating results vary materially past anticipated future financial condition operating results
12,"Any of these factors, in whole or in part, could materially and adversely affect the Company’s business, financial condition, operating results and stock price.",2020,Any of these factors in whole or in part could materially and adversely affect the Company’s business financial condition operating results and stock price,factors whole part could materially adversely affect company ’ business financial condition operating results stock price
13,"The Company’s business, results of operations, financial condition and stock price have been adversely affected and could in the future be materially adversely affected by the COVID-19 pandemic.",2020,The Company’s business results of operations financial condition and stock price have been adversely affected and could in the future be materially adversely affected by the COVID19 pandemic,company ’ business results operations financial condition stock price adversely affected could future materially adversely affected covid19 pandemic
14,"The COVID-19 pandemic and the measures taken by many countries in response have adversely affected and could in the future materially adversely impact the Company’s business, results of operations, financial condition and stock price.",2020,The COVID19 pandemic and the measures taken by many countries in response have adversely affected and could in the future materially adversely impact the Company’s business results of operations financial condition and stock price,covid19 pandemic measures taken many countries response adversely affected could future materially adversely impact company ’ business results operations financial condition stock price
15,"Following the initial outbreak of the virus, the Company experienced disruptions to its manufacturing, supply chain and logistical services provided by outsourcing partners, resulting in temporary iPhone supply shortages that affected sales worldwide.",2020,Following the initial outbreak of the virus the Company experienced disruptions to its manufacturing supply chain and logistical services provided by outsourcing partners resulting in temporary iPhone supply shortages that affected sales worldwide,following initial outbreak virus company experienced disruptions manufacturing supply chain logistical services provided outsourcing partners resulting temporary iphone supply shortages affected sales worldwide
16,"The full extent of the impact of the COVID-19 pandemic on the Company’s operational and financial performance is currently uncertain and will depend on many factors outside the Company’s control, including, without limitation, the timing, extent, trajectory and duration of the pandemic, the development and availability of effective treatments and vaccines, the imposition of and compliance with protective public safety measures, and the impact of the pandemic on the global economy and demand for consumer products.",2020,The full extent of the impact of the COVID19 pandemic on the Company’s operational and financial performance is currently uncertain and will depend on many factors outside the Company’s control including without limitation the timing extent trajectory and duration of the pandemic the development and availability of effective treatments and vaccines the imposition of and compliance with protective public safety measures and the impact of the pandemic on the global economy and demand for consumer products,full extent impact covid19 pandemic company ’ operational financial performance currently uncertain depend many factors outside company ’ control including without limitation timing extent trajectory duration pandemic development availability effective treatments vaccines imposition compliance protective public safety measures impact pandemic global economy demand consumer products
17,"Additional future impacts on the Company may include, but are not limited to, material adverse effects on: demand for the Company’s products and services; the Company’s supply chain and sales and distribution channels; the Company’s ability to execute its strategic plans; and the Company’s profitability and cost structure.",2020,Additional future impacts on the Company may include but are not limited to material adverse effects on demand for the Company’s products and services the Company’s supply chain and sales and distribution channels the Company’s ability to execute its strategic plans and the Company’s profitability and cost structure,additional future impacts company may include limited material adverse effects demand company ’ products services company ’ supply chain sales distribution channels company ’ ability execute strategic plans company ’ profitability cost structure
18,"To the extent the COVID-19 pandemic adversely affects the Company’s business, results of operations, financial condition and stock price, it may also have the effect of heightening many of the other risks described in this Part I, Item 1A of this Form 10-K.",2020,To the extent the COVID19 pandemic adversely affects the Company’s business results of operations financial condition and stock price it may also have the effect of heightening many of the other risks described in this Part I Item 1A of this Form 10K,extent covid19 pandemic adversely affects company ’ business results operations financial condition stock price may also effect heightening many risks described part item 1a form 10k
19,"Global and regional economic conditions could materially adversely affect the Company’s business, results of operations, financial condition and growth.",2020,Global and regional economic conditions could materially adversely affect the Company’s business results of operations financial condition and growth,global regional economic conditions could materially adversely affect company ’ business results operations financial condition growth
20,"In addition, a majority of the Company’s supply chain, and its manufacturing and assembly activities, are located outside the U.S. As a result, the Company’s operations and performance depend significantly on global and regional economic conditions.",2020,In addition a majority of the Company’s supply chain and its manufacturing and assembly activities are located outside the US As a result the Company’s operations and performance depend significantly on global and regional economic conditions,addition majority company ’ supply chain manufacturing assembly activities located outside us result company ’ operations performance depend significantly global regional economic conditions
21,"Adverse macroeconomic conditions, including inflation, slower growth or recession, new or increased tariffs and other barriers to trade, changes to fiscal and monetary policy, tighter credit, higher interest rates, high unemployment and currency fluctuations could materially adversely affect demand for the Company’s products and services.",2020,Adverse macroeconomic conditions including inflation slower growth or recession new or increased tariffs and other barriers to trade changes to fiscal and monetary policy tighter credit higher interest rates high unemployment and currency fluctuations could materially adversely affect demand for the Company’s products and services,adverse macroeconomic conditions including inflation slower growth recession new increased tariffs barriers trade changes fiscal monetary policy tighter credit higher interest rates high unemployment currency fluctuations could materially adversely affect demand company ’ products services
22,"In addition to an adverse impact on demand for the Company’s products, uncertainty about, or a decline in, global or regional economic conditions could have a significant impact on the Company’s suppliers, contract manufacturers, logistics providers, distributors, cellular network carriers and other channel partners.",2020,In addition to an adverse impact on demand for the Company’s products uncertainty about or a decline in global or regional economic conditions could have a significant impact on the Company’s suppliers contract manufacturers logistics providers distributors cellular network carriers and other channel partners,addition adverse impact demand company ’ products uncertainty decline global regional economic conditions could significant impact company ’ suppliers contract manufacturers logistics providers distributors cellular network carriers channel partners
23,"These and other economic factors could materially adversely affect the Company’s business, results of operations, financial condition and growth.",2020,These and other economic factors could materially adversely affect the Company’s business results of operations financial condition and growth,economic factors could materially adversely affect company ’ business results operations financial condition growth
24,"Global markets for the Company’s products and services are highly competitive and subject to rapid technological change, and the Company may be unable to compete effectively in these markets.",2020,Global markets for the Company’s products and services are highly competitive and subject to rapid technological change and the Company may be unable to compete effectively in these markets,global markets company ’ products services highly competitive subject rapid technological change company may unable compete effectively markets
25,"The Company’s products and services are offered in highly competitive global markets characterized by aggressive price competition and resulting downward pressure on gross margins, frequent introduction of new products and services, short product life cycles, evolving industry standards, continual improvement in product price and performance characteristics, rapid adoption of technological advancements by competitors, and price sensitivity on the part of consumers and businesses.",2020,The Company’s products and services are offered in highly competitive global markets characterized by aggressive price competition and resulting downward pressure on gross margins frequent introduction of new products and services short product life cycles evolving industry standards continual improvement in product price and performance characteristics rapid adoption of technological advancements by competitors and price sensitivity on the part of consumers and businesses,company ’ products services offered highly competitive global markets characterized aggressive price competition resulting downward pressure gross margins frequent introduction new products services short product life cycles evolving industry standards continual improvement product price performance characteristics rapid adoption technological advancements competitors price sensitivity part consumers businesses
26,"The Company’s ability to compete successfully depends heavily on ensuring the continuing and timely introduction of innovative new products, services and technologies to the marketplace.",2020,The Company’s ability to compete successfully depends heavily on ensuring the continuing and timely introduction of innovative new products services and technologies to the marketplace,company ’ ability compete successfully depends heavily ensuring continuing timely introduction innovative new products services technologies marketplace
27,"The Company’s ability to compete successfully depends heavily on ensuring the continuing and timely introduction of innovative new products, services and technologies to the marketplace.",2020,The Company’s ability to compete successfully depends heavily on ensuring the continuing and timely introduction of innovative new products services and technologies to the marketplace,company ’ ability compete successfully depends heavily ensuring continuing timely introduction innovative new products services technologies marketplace
28,"The Company believes it is unique in that it designs and develops nearly the entire solution for its products, including the hardware, operating system, numerous software applications and related services.",2020,The Company believes it is unique in that it designs and develops nearly the entire solution for its products including the hardware operating system numerous software applications and related services,company believes unique designs develops nearly entire solution products including hardware operating system numerous software applications related services
29,"The Company believes it is unique in that it designs and develops nearly the entire solution for its products, including the hardware, operating system, numerous software applications and related services.",2020,The Company believes it is unique in that it designs and develops nearly the entire solution for its products including the hardware operating system numerous software applications and related services,company believes unique designs develops nearly entire solution products including hardware operating system numerous software applications related services
30,"There can be no assurance that these investments will achieve expected returns, and the Company may not be able to develop and market new products and services successfully.",2020,There can be no assurance that these investments will achieve expected returns and the Company may not be able to develop and market new products and services successfully,assurance investments achieve expected returns company may able develop market new products services successfully
31,"If the Company is unable to continue to develop and sell innovative new products with attractive margins or if competitors infringe on the Company’s intellectual property, the Company’s ability to maintain a competitive advantage could be adversely affected.",2020,If the Company is unable to continue to develop and sell innovative new products with attractive margins or if competitors infringe on the Company’s intellectual property the Company’s ability to maintain a competitive advantage could be adversely affected,company unable continue develop sell innovative new products attractive margins competitors infringe company ’ intellectual property company ’ ability maintain competitive advantage could adversely affected
32,"The Company’s services also face substantial competition, including from companies that have significant resources and experience and have established service offerings with large customer bases.",2020,The Company’s services also face substantial competition including from companies that have significant resources and experience and have established service offerings with large customer bases,company ’ services also face substantial competition including companies significant resources experience established service offerings large customer bases
33,The Company’s financial condition and operating results depend substantially on the Company’s ability to continually improve its products and services to maintain their functional and design advantages.,2020,The Company’s financial condition and operating results depend substantially on the Company’s ability to continually improve its products and services to maintain their functional and design advantages,company ’ financial condition operating results depend substantially company ’ ability continually improve products services maintain functional design advantages
34,"The success of new product and service introductions depends on a number of factors including, but not limited to, timely and successful development, market acceptance, the Company’s ability to manage the risks associated with new product production ramp-up issues, the availability of application software for new products, the effective management of purchase commitments and inventory levels in line with anticipated product demand, the availability of products in appropriate quantities and at expected costs to meet anticipated demand, and the risk that new products and services may have quality or other defects or deficiencies.",2020,The success of new product and service introductions depends on a number of factors including but not limited to timely and successful development market acceptance the Company’s ability to manage the risks associated with new product production rampup issues the availability of application software for new products the effective management of purchase commitments and inventory levels in line with anticipated product demand the availability of products in appropriate quantities and at expected costs to meet anticipated demand and the risk that new products and services may have quality or other defects or deficiencies,success new product service introductions depends number factors including limited timely successful development market acceptance company ’ ability manage risks associated new product production rampup issues availability application software new products effective management purchase commitments inventory levels line anticipated product demand availability products appropriate quantities expected costs meet anticipated demand risk new products services may quality defects deficiencies
35,"The Company also sells its products and resells third-party products in most of its major markets directly to consumers, small and mid-sized businesses, and education, enterprise and government customers through its retail and online stores and its direct sales force.",2020,The Company also sells its products and resells thirdparty products in most of its major markets directly to consumers small and midsized businesses and education enterprise and government customers through its retail and online stores and its direct sales force,company also sells products resells thirdparty products major markets directly consumers small midsized businesses education enterprise government customers retail online stores direct sales force
36,"The Company also sells its products and resells third-party products in most of its major markets directly to consumers, small and mid-sized businesses, and education, enterprise and government customers through its retail and online stores and its direct sales force.",2020,The Company also sells its products and resells thirdparty products in most of its major markets directly to consumers small and midsized businesses and education enterprise and government customers through its retail and online stores and its direct sales force,company also sells products resells thirdparty products major markets directly consumers small midsized businesses education enterprise government customers retail online stores direct sales force
37,"Because the Company’s markets are volatile, competitive and subject to rapid technology and price changes, there is a risk the Company will forecast incorrectly and order or produce excess or insufficient amounts of components or products, or not fully utilize firm purchase commitments.",2020,Because the Company’s markets are volatile competitive and subject to rapid technology and price changes there is a risk the Company will forecast incorrectly and order or produce excess or insufficient amounts of components or products or not fully utilize firm purchase commitments,company ’ markets volatile competitive subject rapid technology price changes risk company forecast incorrectly order produce excess insufficient amounts components products fully utilize firm purchase commitments
38,Future operating results depend upon the Company’s ability to obtain components in sufficient quantities on commercially reasonable terms.,2020,Future operating results depend upon the Company’s ability to obtain components in sufficient quantities on commercially reasonable terms,future operating results depend upon company ’ ability obtain components sufficient quantities commercially reasonable terms
39,"Many components, including those that are available from multiple sources, are at times subject to industry-wide shortages and significant commodity pricing fluctuations that could materially adversely affect the Company’s financial condition and operating results.",2020,Many components including those that are available from multiple sources are at times subject to industrywide shortages and significant commodity pricing fluctuations that could materially adversely affect the Company’s financial condition and operating results,many components including available multiple sources times subject industrywide shortages significant commodity pricing fluctuations could materially adversely affect company ’ financial condition operating results
40,"Component suppliers may suffer from poor financial conditions, which can lead to business failure for the supplier or consolidation within a particular industry, further limiting the Company’s ability to obtain sufficient quantities of components on commercially reasonable terms.",2020,Component suppliers may suffer from poor financial conditions which can lead to business failure for the supplier or consolidation within a particular industry further limiting the Company’s ability to obtain sufficient quantities of components on commercially reasonable terms,component suppliers may suffer poor financial conditions lead business failure supplier consolidation within particular industry limiting company ’ ability obtain sufficient quantities components commercially reasonable terms
41,"The effects of global or regional economic conditions on the Company’s suppliers, described in “ Global and regional economic conditions could materially adversely affect the Company’s business, results of operations, financial condition and growth, ” above, also could affect the Company’s ability to obtain components .",2020,The effects of global or regional economic conditions on the Company’s suppliers described in “ Global and regional economic conditions could materially adversely affect the Company’s business results of operations financial condition and growth ” above also could affect the Company’s ability to obtain components,effects global regional economic conditions company ’ suppliers described “ global regional economic conditions could materially adversely affect company ’ business results operations financial condition growth ” also could affect company ’ ability obtain components
42,"Therefore, the Company remains subject to significant risks of supply shortages and price increases that could materially adversely affect its financial condition and operating results.",2020,Therefore the Company remains subject to significant risks of supply shortages and price increases that could materially adversely affect its financial condition and operating results,therefore company remains subject significant risks supply shortages price increases could materially adversely affect financial condition operating results
43,"The continued availability of these components at acceptable prices, or at all, can be affected for any number of reasons, including if suppliers decide to concentrate on the production of common components instead of components customized to meet the Company’s requirements.",2020,The continued availability of these components at acceptable prices or at all can be affected for any number of reasons including if suppliers decide to concentrate on the production of common components instead of components customized to meet the Company’s requirements,continued availability components acceptable prices affected number reasons including suppliers decide concentrate production common components instead components customized meet company ’ requirements
44,"If the Company’s supply of components for a new or existing product were delayed or constrained, or if an outsourcing partner delayed shipments of completed products to the Company, the Company’s financial condition and operating results could be materially adversely affected.",2020,If the Company’s supply of components for a new or existing product were delayed or constrained or if an outsourcing partner delayed shipments of completed products to the Company the Company’s financial condition and operating results could be materially adversely affected,company ’ supply components new existing product delayed constrained outsourcing partner delayed shipments completed products company company ’ financial condition operating results could materially adversely affected
45,"The Company’s business and financial performance could also be materially adversely affected depending on the time required to obtain sufficient quantities from the source, or to identify and obtain sufficient quantities from an alternative source.",2020,The Company’s business and financial performance could also be materially adversely affected depending on the time required to obtain sufficient quantities from the source or to identify and obtain sufficient quantities from an alternative source,company ’ business financial performance could also materially adversely affected depending time required obtain sufficient quantities source identify obtain sufficient quantities alternative source
46,"The Company depends on component and product manufacturing and logistical services provided by outsourcing partners, many of which are located outside of the U.S.",2020,The Company depends on component and product manufacturing and logistical services provided by outsourcing partners many of which are located outside of the US,company depends component product manufacturing logistical services provided outsourcing partners many located outside us
47,"In addition, manufacturing or logistics in these locations or transit to final destinations can be disrupted for a variety of reasons including, but not limited to, natural and man-made disasters, information technology system failures, commercial disputes, military actions, economic, business, labor, environmental, public health or political issues, or international trade disputes.",2020,In addition manufacturing or logistics in these locations or transit to final destinations can be disrupted for a variety of reasons including but not limited to natural and manmade disasters information technology system failures commercial disputes military actions economic business labor environmental public health or political issues or international trade disputes,addition manufacturing logistics locations transit final destinations disrupted variety reasons including limited natural manmade disasters information technology system failures commercial disputes military actions economic business labor environmental public health political issues international trade disputes
48,The Company’s products and services may be affected from time to time by design and manufacturing defects that could materially adversely affect the Company’s business and result in harm to the Company’s reputation.,2020,The Company’s products and services may be affected from time to time by design and manufacturing defects that could materially adversely affect the Company’s business and result in harm to the Company’s reputation,company ’ products services may affected time time design manufacturing defects could materially adversely affect company ’ business result harm company ’ reputation
49,"Quality problems can also adversely affect the experience for users of the Company’s products and services, and result in harm to the Company’s reputation, loss of competitive advantage, poor market acceptance, reduced demand for products and services, delay in new product and service introductions and lost sales.",2020,Quality problems can also adversely affect the experience for users of the Company’s products and services and result in harm to the Company’s reputation loss of competitive advantage poor market acceptance reduced demand for products and services delay in new product and service introductions and lost sales,quality problems also adversely affect experience users company ’ products services result harm company ’ reputation loss competitive advantage poor market acceptance reduced demand products services delay new product service introductions lost sales
50,"Some third-party content providers and distributors currently or in the future may offer competing products and services, and can take actions to make it more difficult or impossible for the Company to license or otherwise distribute their content in the future.",2020,Some thirdparty content providers and distributors currently or in the future may offer competing products and services and can take actions to make it more difficult or impossible for the Company to license or otherwise distribute their content in the future,thirdparty content providers distributors currently future may offer competing products services take actions make difficult impossible company license otherwise distribute content future
51,"Failure to obtain the right to make third-party digital content available, or to make such content available on commercially reasonable terms, could have a material adverse impact on the Company’s financial condition and operating results.",2020,Failure to obtain the right to make thirdparty digital content available or to make such content available on commercially reasonable terms could have a material adverse impact on the Company’s financial condition and operating results,failure obtain right make thirdparty digital content available make content available commercially reasonable terms could material adverse impact company ’ financial condition operating results
52,"In addition, certain countries have passed or may propose and adopt legislation that would force the Company to license its digital rights management, which could lessen the protection of content and subject it to piracy and also could negatively affect arrangements with the Company’s content providers.",2020,In addition certain countries have passed or may propose and adopt legislation that would force the Company to license its digital rights management which could lessen the protection of content and subject it to piracy and also could negatively affect arrangements with the Company’s content providers,addition certain countries passed may propose adopt legislation would force company license digital rights management could lessen protection content subject piracy also could negatively affect arrangements company ’ content providers
53,The Company believes decisions by customers to purchase its hardware products depend in part on the availability of third-party software applications and services.,2020,The Company believes decisions by customers to purchase its hardware products depend in part on the availability of thirdparty software applications and services,company believes decisions customers purchase hardware products depend part availability thirdparty software applications services
54,There is no assurance that third-party developers will continue to develop and maintain software applications and services for the Company’s products.,2020,There is no assurance that thirdparty developers will continue to develop and maintain software applications and services for the Company’s products,assurance thirdparty developers continue develop maintain software applications services company ’ products
55,"The Company believes the availability of third-party software applications and services for its products depends in part on the developers’ perception and analysis of the relative benefits of developing, maintaining and upgrading such software and services for the Company’s products compared to competitors’ platforms, such as Android for smartphones and tablets and Windows for personal computers.",2020,The Company believes the availability of thirdparty software applications and services for its products depends in part on the developers’ perception and analysis of the relative benefits of developing maintaining and upgrading such software and services for the Company’s products compared to competitors’ platforms such as Android for smartphones and tablets and Windows for personal computers,company believes availability thirdparty software applications services products depends part developers ’ perception analysis relative benefits developing maintaining upgrading software services company ’ products compared competitors ’ platforms android smartphones tablets windows personal computers
56,"This analysis may be based on factors such as the market position of the Company and its products, the anticipated revenue that may be generated, expected future growth of product sales, and the costs of developing such applications and services.",2020,This analysis may be based on factors such as the market position of the Company and its products the anticipated revenue that may be generated expected future growth of product sales and the costs of developing such applications and services,analysis may based factors market position company products anticipated revenue may generated expected future growth product sales costs developing applications services
57,"If the rate of the commission that the Company retains on such sales is reduced, or if it is otherwise narrowed in scope or eliminated, the Company’s financial condition and operating results could be materially adversely affected.",2020,If the rate of the commission that the Company retains on such sales is reduced or if it is otherwise narrowed in scope or eliminated the Company’s financial condition and operating results could be materially adversely affected,rate commission company retains sales reduced otherwise narrowed scope eliminated company ’ financial condition operating results could materially adversely affected
58,"Many of the Company’s products and services are designed to include intellectual property owned by third parties, which requires licenses from those third parties.",2020,Many of the Company’s products and services are designed to include intellectual property owned by third parties which requires licenses from those third parties,many company ’ products services designed include intellectual property owned third parties requires licenses third parties
59,"In addition, because of technological changes in the industries in which the Company currently competes or in the future may compete, current extensive patent coverage and the rapid rate of issuance of new patents, the Company’s products and services may unknowingly infringe existing patents or intellectual property rights of others.",2020,In addition because of technological changes in the industries in which the Company currently competes or in the future may compete current extensive patent coverage and the rapid rate of issuance of new patents the Company’s products and services may unknowingly infringe existing patents or intellectual property rights of others,addition technological changes industries company currently competes future may compete current extensive patent coverage rapid rate issuance new patents company ’ products services may unknowingly infringe existing patents intellectual property rights others
